Time_submitted,text,Rating,Total_thumbsup,Reply,sentiment,topic
2022-06-13 22:36:24,Too many bugs and glitches. If you force me to use your app by monopolizing my favorite podcasts than at least have your app work correctly.,1,2,,negative,0
2022-04-23 20:05:34,Too money hungry and limiting. Just tryna listen to the liked music.,1,0,,negative,-1
2022-06-21 15:19:17,Used to be five stars. That was before the music that I'm listening to would skip or pause completely. After the recent update the music have been playing weirdly. Hopefully spotify sees this and corrects the app so the music will stop skipping/pausing while playing. Spotify needs to hurry up and fix this song skipping issue,5,0,,negative,-1
2022-03-26 14:34:24,"This app is great, except when I get 4 ads, CONSECUTIVE, for music that I hate. Spotify, quit recommending me god awful works of ""art"" that is pop and rap music.",2,0,,negative,1
2022-01-31 17:00:38,"Wrong decision Spotify, adding ccp 19 spying. If I could give Zero Stars, I would. Bye!",1,0,,negative,1
2022-04-13 22:08:50,The only thing wrong is when am trying to play the music I want to play specifically it sends me to a different one.,3,1,,negative,5
2022-02-02 04:33:14,"Nah cause I once got 6 ads in a row. Not cool Spotify. I understand 1 or 2 ads, but 6??? 3 is most common amount of ads now. Not worth it. I get you wanna make money n stuff but calm down with the ads.",1,6,,negative,1
2022-03-08 18:33:09,I was listening to music and the music just stopped. I got logged out for no reason and it won't log me back in... What am I paying for?,1,0,,negative,4
2022-04-20 05:04:48,"Cancelling my subscription. I've been experiencing too many issues and been quite about it for too long. I have no idea what is going on now. Music just randomly stops and starts. Oh and the absolute worst! The Now Playing interface doesn't pull up when I start playing a song, so I can't skip replay or pause a track!",1,100,,negative,-1
2022-05-13 12:40:53,"Htt Teri maa ki ,,,,jio users don't download it's doesn't work properly on jio sim",1,0,,negative,4
2022-04-15 01:09:26,My app stops playing intermittently and some times the buttons play/pause skip/reverse aren't available to press.,2,0,,negative,0
2022-06-30 14:54:12,"Adds are too much, would have subscribed the premium version but they charge too much.. at least lesser the adds",2,0,,negative,-1
2022-01-31 10:02:09,"In general the app is ok but some frustrating features: I don't want to see podcasts, ever (seriously, get rid or I'm going to start looking for alternative providers), or Christmas song recommendations permanently top of my home screen in February. Also, just get rid of anti-vax contributors.",2,3,,negative,0
2022-05-10 11:55:26,"It was good the first month, but now why I can't play those music in my library?Just a short song",1,0,,negative,-1
2022-05-25 17:27:37,"option to sort/group liked songs by genre, not appearing, tried everything the support executive told. Need sharing option for liked songs list too.",3,0,,negative,3
2022-01-26 02:41:49,"Why is this latest update crashing? Especially when searched for a song or an artist... Please, fix ASAP",5,3,,negative,5
2022-04-22 16:53:35,The only problem I got at the moment is the lyrics Others see the lyrics of songs but I don't Any suggestions apart from I need to update the Spotify app which I have done Help ASAP,5,1,,negative,2
2022-03-07 15:59:27,Why have you removed the alphabet wise scrolling feature for liked songs. It makes finding music you want to listen to kinda difficult,2,0,,negative,3
2022-04-01 01:37:01,Ads coming after every song so it irritates a lot sorry,3,0,,negative,1
2022-04-18 20:39:22,Of course its good but the way it takes over my cars bluetooth and wont let go no matter what you do is a HUGE issue. Why does it auto play every time? Just make it stop. Horrible horrible issue.,2,0,,negative,-1
2022-04-29 19:37:23,*update* after transferring to my SD card....today (2 days after) Spotify is in the process of transferring all downloads back to internal storage even though my SD card has more available space!!! Fix this issue Storage on SD card When will you fix the issue with transferring data to SD cards? Every single time I transfer storage to my SD card the app crashes. It's been like this for years now. Fix this dang issue,1,16,,negative,2
2022-04-23 08:53:13,"After buying premium, still some songs are unplayable.",1,1,,negative,4
2022-06-19 09:43:07,"Spotify pls help me!!! I logged out of my acc so when I tried to log in again I realised that I forgot my password, after trying I clicked join without psw and since I wasn't getting any link to my email I kept or redoing it, now it says ""too many attempt try again later"" what shud I do?!! How shud I reset it?! Spotify pls tell me what I shud do",4,0,,negative,4
2022-04-13 13:33:46,No play bar. Can't stop music. What's going on? I have to restart my phone every time.,2,1,,negative,2
2022-04-25 19:54:01,"So buggy on Android! Mostly during podcasts, it may sometimes dissapear on the notifications bar, so not allow me to control it. Will forget where the episode is and start from the beginning for no reason, will stop mid episode for a few seconds randomly. I've had to force stop, or close and reopen the app so many times to reset it, it's unreal. I'm on a Galaxy S20 on the latest Android 12, but this has been happening on previous versions too.Also, please time your ads better during a podcast",3,7,,negative,0
2022-04-15 09:07:02,"I use this app all the time and overall I'd recommend, but it's a bit buggy of late, seemingly after every android update. Pausing during tracks like it's buffering, control buttons disappearing, refusing to pause or shut down. Reinstall of the app usually fixes it, but no one wants to be doing that every time and all tracks are forgotten when you do",3,5,,negative,0
2022-02-16 20:40:23,Bloody app keeps on cutting of whilst listening to a song. I updated it with the hope that it's just a bug. Still gives me the same problem. My subscription is going to waste.,2,0,,negative,-1
2022-02-24 19:00:54,it only lets me shuffle without choosing the exact song i want which isnt helpful at all when i want to hear a specific song,1,0,,negative,3
2022-04-23 17:41:36,"It needs to work better! The numbers, the stats aren't right. The app just doesn't work.",1,0,,negative,0
2022-01-26 05:39:32,Spotify will start playing automatically when bluetooth devices are connected. Nothing has been done about this despite going on for years now. Managing podcasts is terrible. The user experience is awful and it's getting worse the more podcasts are exclusive so there are more pods to manage.,1,4,,negative,2
2022-05-03 09:02:33,Such a big surprise that it does not support lyrics! Too bad.,2,0,,negative,5
2022-06-30 21:48:28,Okay Spotify if its free thin you guys need to stick to that no b.s with limited skips really in my opinion Spotify needs to be pulled off the app store just because of how messed up Spotify is it plays songs I have no interest in and the add wall is so bad I only use it for my xbox,1,0,,negative,1
2022-04-10 19:21:44,"Use to be ok, Listen to 30 sec comercial and get 30 mins of uninterupted music. Now it sucks, listen to one or two songs and then hear two mins of commercials. This only started during covid pandemic and now all they do is beg for people to pay for premium spotify to stop ads. Im almost ready to delete this app totaly. Dont download this app, youll hate it.",1,0,,negative,1
2022-05-28 21:55:29,Errors when loading the miniature album cover. Please fix this,4,0,,negative,-1
2022-04-26 03:11:08,"The glitches are getting really annoying. Like, I'm going to switch to Apple music, annoying.",2,0,,negative,0
2022-03-23 16:49:51,"Used to be a good app but now songs don't load for no reason and say I'm offline, my songs don't show up in my Playlists and the app is crazy buggy. Quit overupdating the app before properly testing for bugs.",1,0,,negative,5
2022-06-23 11:51:38,I love this app but every time there is ad why and once I think to take spotify premium but then there are so many ad i will not take premium please solve this problem every one song there is ad...,4,0,,negative,1
2022-05-05 11:07:54,"What has happened with Spotify??? If you opt to shuffle a playlist it always plays in the same order. I have a 5+ hour playlist I have created and if you play for more than 2 hours it starts repeating songs in between, the other day I heard 2 songs 3 times in a 2 hour period",2,0,,negative,3
2022-02-22 09:29:33,It's getting really annoying how the shuffle button on my playlist doesn't actually play the songs in it. Can you fix this 😞,1,0,,negative,3
2022-04-25 13:10:44,It has become bad after updating it doesn't let me skip and it doesn't play full songs from like i have to search it and play it.,1,0,,negative,5
2022-04-20 08:44:20,"I keep losing the currently playing bar at the bottom of the screen so I can not adjust the existing playlist. I have to completely close the app, relaunch and then it appears 😭",2,1,,negative,2
2022-07-05 02:05:36,The app it's self isn't that bad great selection of music but the algorithm for Shuffle is horrible.,3,0,,negative,3
2022-03-12 02:59:30,Cannot pay for premium for a month now. Was working well before. Any digital wallets are showing error.,1,1,,negative,4
2022-04-13 09:21:07,I have paid for the premium version since 2016. Since then the quality of this app has gone down hill. The older it gets the worse it is. I have had my account hacked twice (2019 and 2020) and to top that off this app can't seem to play 5 songs in a row with out having issues. Part of the reason I pay for the {lack of} service is for the offline feature as I use an old phone attacked to a radio for work music but even though I pay for the offline features they do not work 99.9% if the time.,1,16,,negative,4
2022-05-31 19:05:54,The app is trash. It was getting on my nerves. I wanted to play a song and i clicked on it like a 100 times and tried to play it but it kept on playing some other song due to its own suggestion and shuffle feature. I uninstalled it.,1,0,,negative,-1
2022-03-08 18:33:09,I was playing a song and it literally just logged me out. I can't even get back into my account.,3,0,,negative,4
2022-05-11 17:08:09,Unable to see playback controls or playlist. Does not find Chromecast unlike other apps.,1,3,,negative,0
2022-06-28 15:09:54,"Ads are too many, too often, and too long. Very annoying and you can't fast forward thru the commercials.",3,0,,negative,1
2022-05-05 01:17:15,Why did you remove the option to preview a song before adding to Playlist. Also when playing with shuffle turned on it always plays the same songs over and over. I never hear any of the newly added and yes I'm a premium user.,3,4,,negative,3
2022-02-20 04:18:57,"It's ok I just hate when I want to listen to my favorite songs they play suggested songs instead, it gets on my nerves",3,1,,negative,3
2022-04-19 18:33:20,Songs stop playing. The pop up in app showing what song is playing does not show and music randomly stops. Restarting app fixes it only temporarily. Recent update didnt fix.,1,0,,negative,-1
2022-06-19 10:47:51,"Today, one of my family members on premium family which was already in use, stopped working. Whe i logged in, that family member was gone from the list of members. Now i cant add any new mebers either. The link does not work. Also, i cannot log a support request, there are only pre-defined problems listed, which does not have my problem listed. I cannot get my problem resolved, so i will cancel my subscription tomorrow.",1,0,,negative,4
2022-01-11 18:13:17,"Im having a problem... when i try to open mp3 files stored on my phone spotify opens instead of the file, ive tried every way i could find on the faqs and support pages",3,1,,negative,2
2022-05-26 22:26:13,"Been using for months but needs update. Glitching, not restarting shows just issues overall. Still use for 6-8hrs daily but as a premium member paying $12.99/month plus tax they need to do better.",3,0,,negative,-1
2022-07-08 13:43:51,"I'm giving this two stars for no other reason that Spotify intentionally screws over desktop users by denying them important features which are ONLY on the app. Why can't I block artists on desktop? Why force me to use the app? I'd use it anyway, but making me HAVE to is just kinda butts.",2,0,,negative,-1
2022-04-25 08:31:06,This is the worst I was trying to play my favorite song and it didn't let me that's why I rate it a one out of 5 I hope you get rid of this update and put it back to the normal. much prefer for when this update was not out,1,0,,negative,5
2022-06-15 22:12:59,I pay for premium and have downloaded so many songs yet when my data or WiFi is off I cannot play them!!!! It's extremely frustrating when I was on my flight today and can't play music!!!!!,1,0,,negative,4
2022-07-05 04:45:33,"Getting worse by every update so laggy and even tho i have premium i cant listen music when i dont connected to internet, my whole library wont update and be useable without internet even when i opened offline mode",1,1,,negative,5
2022-03-24 03:38:25,"Shuffle, repeat and view queue is unavailable. It's kinda disappointing when you want/need to use these.",2,11,,negative,3
2022-04-15 17:17:18,I don't know I'm perhaps I don't listen to your app enough but seems like everytime I want to listen to some music it's always turn to something I'm not interested in now I don't know what it goes and I haven't decided whether I should put up the money for everybody to quit pestering us with ads all the time I mean I know it's important but you know every other song?,3,0,,negative,1
2022-07-01 06:28:07,"It's gotten so bad recently. The ads are so much louder than the music. After hearing a mellow song and being blasted at double the volume an ad really sucks. Now the app also strated to just stop playing and needs to be force shut down, most of the time it seems to get stuck at playing an ad, even though my internet connection is good.",1,30,,negative,1
2022-07-03 07:10:19,"Great, but I was hoping to be able to change podcasts while driving, but that seems dangerous.",4,0,,negative,0
2022-06-14 13:56:40,"Hello, why spotify alwasy automatic playing while i am open the apps? I was find setting to turn off ,but there is not an option for that. I am using samsung galaxy S21 and also S22 in the same case. Please fix it or just garbage for a while if not fix!",1,0,,negative,2
2022-06-30 13:31:44,Hey the ads really sucks man i cant afford premium so dont i have right to get good music expwrience i am not asking you to make spotify ads free but the service is really bad i am listening a song then an ad then another song then again ad🥵😭😡,1,0,,negative,1
2022-06-09 05:03:11,App is horrible! ! It is so hard to use and understand how to use. When you try to play a song it plays a different song and you can't even play you play list without premium and if you can how?! I can not figure out this app. Please make it easier and make it so you CAN play the song you want,2,0,,negative,-1
2022-05-16 03:54:08,Wayyyyyyyy too many ads besides the amount of ads it is great and I am unable to make a premium account.,2,3,,negative,1
2022-06-07 12:00:03,"Don't know what happened with this app. Used to work fine. Now it constantly uses mobile data even if it's turned off in settings. Sometimes play lists (song radios) are being modified every 3 songs (download whole playlisty, play 3 songs, playlist is modified, requiring 60% of songs to be downloaded to play)",2,0,,negative,-1
2022-04-21 14:51:35,"Never had problems like I've had for the last 3 months, it lags stops playing shuts down the app, freezes. An now on my new phone 4 days old, I will be playing music an pull down the top bar an it may or may not have a direct link to Spotify showing but it's gonna say the music is paused an the album pic that will be showing is from the last song that I searched an played. Click on this an it may or may not connect you to Spotify. Man 7~8 months ago when I first started using the app",1,5,,negative,2
2022-05-09 18:46:18,"Connections issues, episodes start over with ad injections, or just end. Inconstant, battery drains, I've turned off auto downloading, it still tries on cellular and kills my battery, ads are very intrusive and stop the app.",1,0,,negative,-1
2022-04-16 09:52:43,"Bloody hell! First I can't get rid of the bar that shows me what is playing, even when nothing is playing. Now I can't turn off Spotify unless I restart my phone! What the hell are you people doing? I thought this would be rectified pretty quickly. I thought wrong! If things work leave them alone!! I have been enjoying the app for a couple of years without a problem until this happened. Can you fix it? Do you have the decency to reply? Is there anybody there? Customer service stinks💩",1,6,,negative,2
2022-05-29 08:00:14,"Your app is crashing whenever i play music on my vivo v21e. It never happened before, just right after i updated the app. My device has the latest updates. My other phone with spotify in it doesnt have any issue.",2,0,,negative,2
2022-02-08 14:52:50,"Until you remove Joe Rogan, we are never ever using Spotify again. Bad and irrelevant song choices fior me, disruptive adverts, slow to use, and of course osod a huge amount to Joe Rogan - a racist, untruthful and hurtful person they nake money off his distasteful and abusive podcast. Strongly suggest you don't use this service. Anyway, musicians are pulling out because of this, so their selection is becoming smaller. Goodbye Spotify.",1,2,,negative,1
2022-04-28 19:28:20,"very stupid UI for the phone version, It will only 'shuffle' the songs and will play random songs in this 'shuffle' first time using the app, had no problems on PC. I guess just take your PC with you to the train to listen to music with this.",1,0,,negative,3
2022-06-23 17:06:45,Stupid adds after every single song now. Forget this useless app.,1,0,,negative,-1
2022-03-29 23:59:51,"Horrible, I want to listen to a song, so I click play, and It plays a whole different song, thats not even made by the artist, and its just a random song that it plays, even know I click play on a specific song, just stick to listening songs on Youtube I guess",1,2,,negative,3
2022-04-27 21:39:03,Someone better fix Spotify 😤 constantly pausing. Doesn't display info.,1,1,,negative,2
2022-05-30 15:22:37,Every good music feels bad music if you don't put loseless music on spotify. Btw music catalog is excellent but quality is bad .,1,2,,negative,1
2022-03-11 08:35:43,"Some of my saved songs don't play in my playlist anymore. It worked fine the other day, now it doesn't work. I'm really sad because the songs that doesn't work are my favorite songs. Please fix this ☹️",5,5,,negative,-1
2022-02-01 23:14:45,Allowing false information to flourish is sad and not worth supporting. Deleting App. Shame it has got to go.,1,0,,negative,0
2022-04-13 17:53:59,"Worked great up until a month or so ago when songs or podcasts started randomly stopping. Also my pause/play buttons don't always show and I have to force quit the app to get it to respond properly. Makes the app nearly impossible to use, and I am a heavy user. I've deleted & re-download the app to and fix it, which did the trick for half a day. Will change my rating to 5/5 when this is fixed.",1,12,,negative,0
2022-03-26 06:04:57,I hate the fact it only does six songs but even worse it can take more than the hour to reset. Sometimes it doesn't reset at all. There are way more ads and it is increasing and ridiculously long.,2,0,,negative,1
2022-05-23 04:05:18,It keep adding random songs to my playlist,1,0,,negative,3
2022-04-14 12:10:24,I can't search any song when I click on it closes the app and I can't change songs language that which language's song I want please fix this problem,3,0,,negative,5
2022-02-10 05:32:34,"I was having a great time with the app until they made CHOOSING the song you want to play a ""PREMIUM FEATURE"" and now this app has become practactly USELESS without this feature being free. I don't even know WHY they did this but now I have to spend MONEY on a previously FREE feature! Developers PLEASE make CHOOSING the song you want to play a FREE feature LIKE BEFORE! PLEASE!!! If you do this ONE THING I will change my review to a 5 stare LIKE BEFORE!",1,6,,negative,4
2022-04-20 03:16:33,Haven't used in 6 months. LOTS of bugs that need fixed!,3,0,,negative,0
2022-04-28 17:48:38,Not bad...but...I had some problem with this app,4,0,,negative,0
2022-07-06 14:22:19,This app gets really annoying when I try open it it never actually opens properly and it takes me an hour just to open it don't recommend,1,3,,negative,0
2022-06-09 08:05:23,edit:trial ended.Make a play list then it gets filled with bs and then limit 6 skips per hour very strange .Good for podcasts though,3,0,,negative,3
2022-04-30 14:15:49,"I can't go premium. It says unable to connect and I need to check my connection. But, my connection was so okay. I even used it for meeting.",2,0,,negative,4
2022-05-20 23:07:57,I like Spotify but I don't like that when you make you're playlist it's doesn't let you play the song you want and before you could I want it how it was before ngl it was better,1,0,,negative,1
2022-03-08 18:34:57,I just bought premium access and got logged out :/ can't log in and no support from customer care.,1,3,,negative,4
2022-05-23 15:57:26,"who thought that shifting all the playing controls to the left was a good idea? it's not. it's terrible. it hurts my hands and my eyes, but my soul the most.",2,0,,negative,0
2022-04-19 15:41:24,"Terrible, why am i payin for premium and i can't download ANY playlist",1,0,,negative,4
2022-06-16 17:13:54,The app freezes a lot. Overall since paying for the family plan it feels like and the audio continously cuts out when answering phone calls. Tech support takes forever to answer and gives you simple fixes or work arounds that either don't work or you've already tried even if you told them it doesn't work. I'd gladly pay more to switch to a better music app. The algorithm only plays about50 or so songs even if you have 2k liked songs you'll never hear most of them without specifically searching,2,7,,negative,-1
2022-04-11 15:04:54,"Not having a very well thought out options bar, having an easier way of searching for any of your songs within your downloaded music.. without seeing the online results or anything but songs or artists. Also the fact you cant remove a song from a playlist when you're on the main pop up menu of a currently playing song. Instead I have to literally scroll down my entire playlist to select remove from playlist!??? I enjoy having a streaming platform like spotify. But changes need to happen.",2,27,,negative,3
2022-04-26 23:51:21,I finally downloaded the app and it won't work. It just constantly says that I'm offline. I'll just stick with Amazon and pandora. At least I can listen to music there.,1,0,,negative,5
2022-06-18 03:10:47,"Try to sign up but it say my email already connected to another account. But, I cant even ""log in without password"" or reset the password, alway crash.",1,0,,negative,4
2022-01-18 16:18:34,It has so much bugs nowadays that it shows No Internet even if the connection is there. And I couldn't access songs that I have saved and liked. I couldn't listen to music on this platform so Time to switch the music app!,1,1,,negative,5
2022-01-04 04:15:07,"The app lies. I tried listening to an ad to get 30 minutes ad free, and got an ad 4 minutes later. Update: Now it doesn't do the 30 minutes ad free at all. This app is such a pain to listen to music.",1,1,"Hey there. Just to check, did you keep the video ad in focus by not navigating to other browsers or apps? If so, we'd suggest reaching out to Customer Service so they could look into this. You can get in touch with them by searching for ""Contact us"" at support.spotify.com. They'll help you out from there.",negative,1
2022-04-20 13:18:49,Randomly turns on or off. Lately it's been playing music but not giving me a bar to be able to pause or skip in the app or out so I have to close it out to stop it and go back to the app eveytime I need to change songs,1,0,,negative,2
2022-05-25 13:50:09,"Premium user for years. I'm so tired of losing the music controls! I have to restart the app and clear the cache to regain control! This is ridiculous. Seriously, if it weren't for the podcasts, I'd have cancelled a long time ago! Do better Spotify!",1,3,,negative,-1
2022-04-20 14:34:09,App keeps crashing whole screen goes black all i can do is close it and re open it but its still a huge inconvinience when i pay for uniterupted music 🤦🏼,3,1,,negative,-1
2022-05-24 18:50:00,There is no option to change lyrics language 🤬🤬🤬🤬,1,0,,negative,5
2022-07-05 20:57:34,"Constantly stopping, regularly not showing playback options and offline mode is spotty at best.",2,0,,negative,0
2022-03-01 13:28:52,I thought Spotify is free but it's not. Why should anyone pay for songs while they can listen to them for free on YouTube! Really disappointing 😑,1,0,,negative,1
2022-05-04 17:21:50,"Every single update manages to somehow break something that is essential to the functioning of the app. I have been using Spotify for years, and the app has NEVER not been broken.",1,11,"Hey, we're sorry to hear that. Have you tried a quick reinstall? If that doesn’t make any difference, we’d recommend reaching out to Customer Service at support.spotify.com. Just search “Contact Us”, and they’ll be happy to help.",negative,2
2022-01-24 02:16:37,Terrible! It keeps playing other music that i dont want and i dont know,1,1,,negative,5
2022-06-28 15:09:25,"awful app. if you need to buy premium just to play the songs you want, might aswell put Spotify not for free. because i cant even listen to the songs i want to listen and could only skip 6 songs an hour.",1,0,,negative,1
2022-01-18 02:13:19,"Garbage app. It will literally skip songs/ podcast randomly. Crashes randomly. It will spontaneously open and start playing, even after closing app. Very frustrating to use!",1,1,,negative,0
