Time_submitted,text,Rating,Total_thumbsup,Reply,sentiment
2022-02-11 15:28:16,"Not able to login ,every time says Something went wrong ,try again later",1,0,,negative
2022-07-01 13:25:48,"Where did the sing mode go, it was really fun!",5,0,,positive
2022-02-05 14:27:43,"I've been a loyal paying customer for years, but spotify lost my $12 a month or whatever it is. First, your music player is trash now, crashes constantly on a phone with 12gb of ram. Second, the censorship and removal of podcast episodes is the straw that broke the camels back.",1,3,,negative
2022-05-17 16:44:00,When I play a game the Music Stops.,3,0,,neutral
2022-03-23 10:45:29,As much as I enjoy spotify they really need to work on the shuffle I don't wana hear the same 30 songs in a 68 hr long playlist,3,1,,negative
2022-01-01 18:27:15,"Spotify won't load any albums or podcast episodes. I tried clearing cache and data, unonstalling and reinstalling but whenever I try to go into a artists page or podcast page it tries to load but doesn't loads anything. Completely useless. I'm basicly forces to not use Spotify since I can't listen to anything at all.",1,0,,negative
2022-07-02 09:37:10,Too many ads,1,1,,negative
2022-05-07 05:29:40,A good choice for listening to music but has a ton of issues. From amount of ads to randomly crashing now. It seems the apps going downhill fast but it's still not bad in my opinion.,2,1,,negative
2022-03-19 09:09:32,Took away the one feature mobile had which was the ability to connect to a console WITHOUT needing the Premium subscription and It's since lost my interest,2,1,,negative
2022-04-12 23:50:04,"Ever since the last update, it has been very glitchy even when I've opened the app for a while. Does not display the music control via Bluetooth despite different audio systems. Unable to see the play/pause/control buttons on home screen. Please fix asap!",1,0,,negative
2022-04-11 03:05:04,Newest update has the player super glitchy. Im about to cancel my premium membership if it isnt fixed soon.,1,2,,negative
2022-02-28 19:36:23,"Love them! I don't pay anything it's absolutely free, and I can listen to my MrBallen Mile Higher, Christina Randall all the amazing true crime podcasts that I love ❤️ just to name a few there's a ton more on there! I didn't know at first if I'd like it or (if I really believed it was free) but I'm so glad I did, I absolutely love it and it really is 100% free!",5,2,,positive
2022-06-07 19:19:31,I can't select what song to listen and only 6 skips per hour that's annoying please chang that,3,0,,negative
2022-03-07 21:13:11,Update. No way to stop spotify from aitomatically playing when my phone connects to a blue tooth device like my car. although I had to buy a subscription and I thought I was getting hulu with it. this app has almost everything Almost but spotify is the best music app to date.,3,25,,negative
2022-03-22 05:05:59,"Glitchy, I pay for premium and still get ads on podcasts",3,0,,negative
2022-06-10 13:27:13,Thank you very much in maker. Free songs no top up,5,0,,positive
2022-06-15 13:21:21,Best music app of all time,5,0,,positive
2022-04-21 13:11:18,"Worthless. I've heard more ads in the past 30 min than music. I thought we got 30 mins of ""uninterrupted music experience"" after a long ad?",1,0,,negative
2022-06-14 11:07:46,Amazing app for music 😇,5,0,,positive
2022-04-20 16:06:11,The best ever song and special thing is that the new song will available in around 12hrs,5,0,,positive
2022-03-28 20:59:12,I really like this app it's my #1 music source but ... I dont like the fact that i can't put my music on replay sam song or skip or choose one song only to play... It just shuffles and sometimes i just want to hear on especific song in a playlist 😢 really want that to change,3,0,,negative
2022-04-21 12:22:30,"Surprisingly, one of the few apps that have gotten substantially worse over time: unstable, bugs and fewer options. After almost a decade of payed subscription, I'm contemplating of switching to Apple Music.",1,0,,negative
2022-04-24 13:28:08,Love this app! I've listened to so much music I've never heard before!,5,0,,positive
2022-06-07 12:32:47,Every song is available in this app best music app,5,1,,positive
2022-05-12 13:16:05,"THE NEW UPDATE WAS HORRIBLE. I can no longer pick a song from my playlist, And the skips are now limited??? The new update is stupid.",1,0,,negative
2022-06-12 09:05:33,"Very good the song are never interrupted by adds, there is only adds at the end :) But I wish I could play music with no internet",4,0,,positive
2022-01-20 09:31:47,I love this app cuz I can play the songs that I like but there's one problem the ads is kinda annoying and I can't fine songs cover,5,1,,positive
2022-05-01 00:57:11,nice app! more tunes to come,5,0,,positive
2022-04-13 02:03:02,Just like the music selections available & what I can make my favorites.,5,0,,positive
2022-05-27 01:46:12,"I had given the app 5 stars, but I've brought it down to 3 because of the continuous crashes and the fact that hearted/downloaded songs sometimes glitch and the songs play for about 5 seconds then skips to the next. It's troll ngl. Please offer repairs because I really like the app and would not like to have to stop using it due to minor yet absolutely frustrating inconveniences.",3,3,,negative
2022-01-04 19:38:24,Have this app for a long time but recently I am having some dumb issues. I will have the app randomly close out which it also brings other problems. Even when I open it back up it does not keep track of the time on a podcast. When I change podcast it says I'm still playing the one it crashed on. Had to uninstall Spotify and redownload it to fix it but it has done it again. SPOTIFY PLEASE FIX THIS BUG!!!!!,3,1,,negative
2022-04-13 19:27:44,"Awesome selection of songs and podcasts, I like the UI but it's by far the buggiest app I own. Been worse lately as well",2,0,,negative
2022-04-03 03:15:37,App was great until they put huge banners on every other podcast to learn about some disease.,3,0,,negative
2022-04-26 13:39:33,Best music app ever. Really enjoy and like it,5,0,,positive
2022-04-18 02:17:57,Too many bugs/glitches that just doesn't make the experience worthwhile,2,1,,negative
2022-02-21 15:45:47,I love it I just wish there were more songs!! When I've tried to search for one it won't come up:(,4,0,,positive
2022-05-30 13:56:48,It is a very good platform. For singing,5,0,,positive
2022-02-19 01:24:30,I use to listen to my playlists on here and sometimes I still do!,4,0,,positive
2022-02-14 14:27:21,Can't even play songs anymore. Searching songs will only give you relates songs but not the one you searched for. This app used to be good...,1,1,,negative
2022-06-13 16:02:42,Enjoy listening to 70 music and my grandbabies enjoy silly kids songs 🎵 🎶,5,0,,positive
2022-06-26 17:39:33,"I love listening song,s on this app but one problem it have much adds but this is the best app and this is much better than gaana",5,0,,positive
2022-02-25 11:05:50,Sometimes connecting between 2 devices is not connecting or glitched!!,5,0,,neutral
2022-05-17 13:12:21,Music whenever you want it on multiple devices.,5,0,,neutral
2022-05-06 18:43:06,They shuffle songs that can be offensive in wording without your consent. Other things are good but that is a conflict of interest. Sorry not sorry Spotify.,2,0,,negative
2022-07-06 10:36:38,Very addective and super play list,5,0,,positive
2022-04-25 16:08:24,"Please fix the video feed and sleep timer on the podcasts, as well as the crashing problem. The support functions in the app are unhelpful",2,0,,negative
2022-04-15 00:17:41,"Very buggy lately since last update, unable to choose on lock screen whether to go back or forward, app doesn't recognize that a song/ podcast is playing",1,1,,negative
2022-04-13 10:22:35,"I use Spotify every day but recently the app is frustrating. When listening, very often the app the UI doesn't show any music is playing so I have no way to pause, play or change song via the phone (android). There isn't even a bar on the lock screen. The shuffle functionality quite simple doesn't work as it should. When I shuffle my songs I get the same songs played to me, but also repeated. Maybe they're trying to be too smart and playing songs they know you like. Let me make that decision",2,140,,negative
2022-06-11 19:09:09,Used for many years and love it. However recently I can't play my downloaded music. At all.,3,0,,negative
2022-06-24 17:32:43,Too many ads on podcasts with Spotify premium.,3,4,,negative
2022-04-24 06:30:31,"This app is not good I try registerating three account but, it say 'samething went wrong' or 'this account is already registered' so when I put password it say 'this is incurrent password' even tho I have written somewhere before registerating I'm not satisfied with this app please do something. I thing I already made 4 account but still I can't enjoy this app features. Please please",1,0,,negative
2022-02-04 12:28:08,I love Spotify. It's the best app to listening to some music and podcast. The radio mode is top notch. Recommend it for everyone. 10/10!,5,3,,positive
2022-06-24 06:24:49,Too much aids.... And some old songs are not found,2,0,,negative
2022-06-29 16:52:26,Good musical app obviously.But should be care about bengali songs.Not sufficient collection.,3,0,,neutral
2022-06-17 19:22:38,I am unable to login again !!!! Worst app i have ever used to login 🤬🤬,2,0,,negative
2022-05-21 07:56:04,I couldn't use my spotify premium price for student.it said i already take that offer and register but i can't use that voucher,3,2,,negative
2022-02-07 23:44:11,i love music and this app but the only thing i dont like is when a add comes on after a song because i was listening to music and my fav song was about come on but a add would come on so i give it 5 though.,5,0,,negative
2022-02-05 20:48:08,"Has problems playing over Bluetooth, no one seems to have an answer as to why its happening, apparently all user from all devices have the problem, and its not being addressed. Reinstalled, unpaired, updated OS, NOTHING seems to work. Tired of wasting my time!",1,4,,negative
2022-05-16 11:40:10,The extra song feature is the worst feature ever period,2,0,,negative
2022-03-09 03:59:20,New to the streaming apps. Enjoying it so far. Building my playlist! 👍,5,0,,positive
2022-04-21 15:52:03,"Same problem as everyone else. Cutting out, won't switch off, no play bar. Needs to sorted and quickly. Cheaper apps available.",1,0,,negative
2022-03-24 10:06:19,If a song playing..... Suddenly comes with ads...it time taken to 1mint 30 seconds.....hate it....,1,0,,negative
2022-01-10 14:35:59,"It worked great for the last 2 months then all of a sudden I wasn't able to control the music from my lock screen anymore, only the notification bar or the app itself and I can't seem to get it to go back to ""normal"" after 3 reinstalls and a Google search.",3,5,,negative
2022-05-02 18:09:53,"This app crashes several times a day and when an ad plays during a podcast it resets it back to the beginning.. honestly not sure what's happened to the developers of this app, have they been replaced by toddler's? Update after a year: still very very bad, none of the the problems stated here have been resolved.",1,1,,negative
2022-03-18 09:46:23,"Can anybody relate? I also pay for no ads and such. I'm feeling like there are some bugs, my next songs up aren't what they should be, like in an album, it skips the next song, or on an artists ""radio"" it plays what I click on but the next song is something completely out of the ""radio"" Playlist. Just kind of annoying. Been happening about a week or 2.",4,3,,negative
2022-04-24 18:55:08,"Album artwork not showing on Galaxy watch, only when app is uninstalled. Very strange",1,0,,negative
2022-04-24 14:44:49,By getting the no ads it makes listening to music better,5,0,,positive
2022-04-27 00:27:22,The app is amazing. It is great for listening to music. 5 of 5 stars for my review.,5,0,,positive
2022-06-13 13:56:34,Quality is low on your platform as compared to others like Jio Saavn and Amazon music. Songs sounds like someone as choked the output.,1,0,,negative
2022-04-12 10:51:32,Can listen to music for free with ads but won't play what you pick. Good for a station I guess.,2,0,,neutral
2022-02-09 19:55:02,"When I was younger, I used to dream about being able to access music as I can now, so you could say Spotify has made my dreams come true, thank you, Rob.",5,0,,positive
2022-04-17 00:59:46,"There should be an option to reset the play count of songs. If you have a long/old playlist, the newly added sogs are played desproportionally more than the old ones when set to random, which means, the randomness is very predictable. Otherwise, the premium is worthy.",5,2,,neutral
2022-03-31 20:41:43,"Great- only reason it's got a 4, not a 5 is that there's not as much music as on youtube",4,0,,positive
2022-07-07 18:18:07,Amazing app nd whatever song u search🔍... U r gonna find it.... It's so flexible to use nd really good audio🔊 quality 🥰,4,0,,positive
2022-01-31 13:24:30,"Former Premium subscriber. Canceled account in solidarity with Neil Young, Joni Mitchell and other artists who believe that Spotify should serve music fans, not pander to an obnoxious and dangerous lunatic fringe. As a music fan, I feel betrayed by Spotify. As for the app, what can I say? It's a platform for anti-science right wing propaganda. That's a deal breaker.",1,4,,negative
2022-02-24 23:35:20,Easy to use and great for podcasts,5,0,,positive
2022-02-22 08:46:35,"NO INTERNET CONNECTION ISSUE I haven't been able to connect to my Spotify account for the past 1 week because it keeps telling me that there's no internet. Fix this pls else we switch to Audiomack, there are less issues there.",1,0,,negative
2022-05-30 10:40:04,Awesome app for music experience.... strongly recommend,5,0,,positive
2022-05-09 13:55:48,"For freemium, I know yiu don't pay for it but on your phone it is terrible but, on your laptop it is wayyyy better. But for premium it is soooo good",4,0,,positive
2022-02-26 14:53:51,Easy to set up for music I like. Have found every song I've looked for very quickly. Saves me storing music on my phone as I have started building a library on the app for instant access. Excellent app.,5,3,,positive
2022-02-15 14:14:53,"Very good free and premium service, well done Spotify",5,0,,positive
2022-04-01 15:14:40,"okay so like I always have premium but without it the adds are soo long, most times I get a total 5 advertisements in one ad. idk if this is a bug or anything but it's just..yeah no.",2,0,,negative
2022-01-26 20:12:46,They are a good app listening esp. for there intuition with my next tongue tip as they list u similar. I like the free no fee amount of the app is awe sum o and forgot I paid nuttin dang ..,4,0,,positive
2022-06-06 19:37:52,I don't like how you only get 6 skips per hour but other than that I love it it's a great music platform,3,0,,positive
2022-04-20 00:30:14,"Amazing, but PLEASE make a setting to disable shuffle and to disable you (Spotify) adding songs",3,0,,neutral
2022-03-19 00:16:32,"Often times the queue is not available to be seen on mobile app (shaded icon). Songs can be normally added to it, though.",4,1,,neutral
2022-06-23 10:32:24,Too many advertisements,1,0,,negative
2022-06-21 10:32:08,Great way to listen to all your favourite music. Whenever I drive I listen via Android Auto.,5,0,,positive
2022-06-06 21:14:04,Great but sometimes my downloaded music cannot play. I hove to connect to the internet to listen sometimes,5,0,,negative
2022-04-20 06:33:51,Why can't I pause or stop a song from playing? This is ridiculous. I literally have to restart my phone to get the songs to stop playing. FIX THIS!!!!,1,1,,negative
2022-05-11 11:55:56,Great music none stop,5,0,,positive
2022-04-20 06:34:55,"Issues with pause and skip buttons disappearing in the tool bar, constant having to restart the app. Not worth the price I'm paying, have cancelled for now until sorted.",2,1,,negative
2022-03-18 15:41:00,I'm almost convinced that I like this music app the best.. it does so many different things... let me say this there isn't much on this app u can't do...at least I haven't had a problem with it yet.. other then my phone is crazy so it has to keep buffering but it's not the app I don't think anyways..,5,0,,positive
2022-05-04 17:03:28,"Really great app, I use this everyday! Love the features and different playlists! The only issue I have is after I'm done with the app and I go back into it, the song that i was playing before disappeares. Please fix this as it may have affected other people😊",5,0,,positive
2022-06-13 19:01:42,Absolutely amazing the best I could ask for however some more songs could be added but I'm pleased.,5,0,,positive
2022-05-25 14:58:54,The app is great millions of songs for free at ur finger tips but the thing is its kinda heavy for old and below budget phone like on my galaxy note 2 it lags a lot and sometimes even freez and crash u should really consider making a lite version pllssss,4,0,,negative
2022-03-12 02:48:21,I liked it until the new update and now the song only plays for a few seconds 😡 I don't like the update. On this,4,2,,negative
2022-07-04 13:52:14,All of a sudden it will no longer connects via bluetooth in any car. I have tried other apps as well as phone's and it appears to only be spotify that doesn't play.,1,0,,negative
2022-04-27 22:30:27,Great app. Haven't had problems in years...,5,0,,positive
2022-01-18 19:22:29,Great app & you're not pressured to pay. I can put up with a few commercials for this great music you pick yourself!!!,5,0,,positive
2022-04-12 19:19:34,Stops playing by itself. Control disappears. Glitchy. Please fix today.,1,0,,negative
2022-01-22 17:43:50,Upgraded to premium duo and could get the app to work correctly. Then it logged me into the account using my email but my wife's username. Every time I log out it pops up showing me logged in as her. Cannot get human help. Fckd up!,1,0,,negative
2022-07-05 14:34:07,Good sound quality 👌,3,0,,positive
2022-05-20 18:36:53,Definitely took advantage of the 3 month free trial for premium. That was so cool that they offered that to first time users!! Much appreciated 👍,5,0,,positive
2022-03-06 01:21:06,"With this update, Spotify got pretty buggy, whenever I'm using offline mode, some songs aren't downloaded, please fix this because it's pretty annoying",1,1,,negative
2022-05-10 14:40:09,"Premium user for years. It's difficult to report issues / find support outside of very basic user issues using their website. Podcast feature was a nice add but the Your Episodes Playlist is limited and messes with downloaded episodes unnecessarily. Recently there's been issues with the queue not working properly. I will rearrange in the queue and by the end of a song/episode, it will clear. Debating if it's worth paying for premium or if I should start researching other services to replace it.",3,16,,negative
2022-02-18 04:43:47,I LOVE this app the only thing I dislike is I have to spend money to be able to listen anywhere,5,0,,positive
2022-05-11 08:06:15,This app is fine when i play it then i cant listen to the song that i WANTED i have to buy the premium. (I WONT PAY),2,0,,negative
2022-05-14 23:20:12,"It's an overall great app, there isn't much to say how amazing it is but I HIGHLY recommend it! I fell in love with it as soon as I started using it. Great app! 👍",5,0,,positive
2022-02-10 10:21:29,"Plays podcasts completely out of order, changing the order and trying to play again doesn't change the order of the playlist. At the end of every episode it plays the previous instead of the next, I have to manually select everytine, very frustrating experience.",1,2,,negative
2022-06-11 03:05:17,All collection of songs are available.. happy to use this app,5,0,,positive
2022-05-07 04:17:32,just good and fun and good to listen to songs in the background.,5,0,,positive
2022-04-14 16:51:46,Been buggy af lately.. not showing current song playing.. randomly closing.. trouble loading stuff etc.. and ANDROID STILL DOESNT HAVE SWIPE TO ADD TO QUEUE that's messed up.,3,1,,negative
2022-06-13 13:32:23,mostly the app is good no issue I have to faced but the problem is Lyrics just imrove it's very important thing that i found after this mostly everything is fine,3,0,,positive
2022-07-07 02:26:31,We couldn't even download any music for free,1,0,,negative
2022-05-28 06:47:42,I enjoy spotify very much love the fact i can set when to have track mix in but i do wish they can add a bit more features for that setting like a DJ mode were you can mix tracks like Hint the mode name DJ and also a bit more Xbox console friendly for Twitch streamers so we can have back ground music feature seems to be available for PC users just a thought..😁,5,1,,positive
2022-07-08 23:00:55,Apple music is worse. But better.,1,0,,negative
2022-03-08 18:23:42,Tried 3 credit cards and 2 debit cards. Payment fails evryr damn time. Not sure how you guys make money with these kinda of experiences. Very poor payment experience. Worst log in experience as well.,1,0,,negative
2022-04-17 14:08:19,Great app most song I like are on it. The recommendation and playlist are dope too,5,0,,positive
2022-04-30 02:21:44,Wide variety of music. Almost every artist is on here. My only problem is the amount of ads. If you don't have premium you could receive up around 7 ads at a time. Maybe it change I don't know because it got so bad I had to get premium.,4,1,,negative
2022-05-27 16:36:01,This is how it goes when you go to play Spotify alright I want to listen to this playlist after 15 minutes of ads I rather go to SoundCloud or YouTube,1,1,,negative
2022-05-22 16:16:53,"When you start a song sometimes it will skip that song after a few seconds Other times it will randomly play songs I've never heard before when I'm listening from my own playlist Additionally downloaded songs wont play without internet half the time, which defeats the purpose",3,0,,negative
2022-02-28 16:46:40,Well I found Spotify is a great app for those who love listening music & podcast. I have been using it since 5-6 days back for listening to mahabharat story told by Sudipta Bhawmik. Lastly I will like to thank Spotify for adding beautiful songs & stories to their list.,5,5,,positive
2022-06-23 15:36:41,I can't even loop my favorite song and others bro put it on premium for no reason bro 🙄 sh*itty app,2,0,,negative
2022-05-24 09:49:44,the playback fails when you hit the 15 sec back button. it does not work especially hitting it repeatedly to go back a few minutes. Its quite irritating when podcast listening and driving.,4,2,,negative
2022-04-08 22:52:46,Awesome has some of my favorite podcast and all my favorite 🎶,5,0,,positive
2022-04-17 05:11:59,Hasn't worked properly with my car over Bluetooth for a few months now. Track metadata does not change after first track. Only solution was to install an old version. Loads of similar stories around but no solution. Useless,2,0,,negative
2022-06-13 22:36:24,Too many bugs and glitches. If you force me to use your app by monopolizing my favorite podcasts than at least have your app work correctly.,1,2,,negative
2022-04-23 20:05:34,Too money hungry and limiting. Just tryna listen to the liked music.,1,0,,negative
2022-04-03 08:51:36,"Shuffle does not seem to be random for larger playlists, works fine otherwise.",4,0,,neutral
2022-06-30 13:38:38,This app Is very nice.It's do Good Work I am an army.I listen BTS SONGS I LOVE TO LISTEN BTS SONGS or sabse achi baat muhhe yeh lagi is app ke bare mai Ki songs ke sath mai lyrics bhi aate hai.I am satisfied with this app💜💜,5,0,,positive
2022-06-21 15:19:17,Used to be five stars. That was before the music that I'm listening to would skip or pause completely. After the recent update the music have been playing weirdly. Hopefully spotify sees this and corrects the app so the music will stop skipping/pausing while playing. Spotify needs to hurry up and fix this song skipping issue,5,0,,negative
2022-04-25 16:50:55,"For the most part fantastic, occasionally an update will make it act weird in my car but for the most part no issues.",4,0,,positive
2022-03-26 14:34:24,"This app is great, except when I get 4 ads, CONSECUTIVE, for music that I hate. Spotify, quit recommending me god awful works of ""art"" that is pop and rap music.",2,0,,negative
2022-01-05 15:44:48,"Awesome app to listen ur favorite music,songs and podcasts I'm giving 5 stars because it helped me to be happy anytime everyday everywhere in any device. It's easy to use and I didn't buyed premium u can get more features if u got that. Thank u very much tobthe developers and team for providing this app. :)",5,1,,positive
2022-06-13 13:38:05,"Because my music is so important to me and my well being SPOTIFY is the music app I require! ""MUSIC IS THE MELODY OF THE SOUL WITH THE LYRICS BY GOD!""",5,0,,positive
2022-01-31 17:00:38,"Wrong decision Spotify, adding ccp 19 spying. If I could give Zero Stars, I would. Bye!",1,0,,negative
2022-04-13 22:08:50,The only thing wrong is when am trying to play the music I want to play specifically it sends me to a different one.,3,1,,negative
2022-02-02 04:33:14,"Nah cause I once got 6 ads in a row. Not cool Spotify. I understand 1 or 2 ads, but 6??? 3 is most common amount of ads now. Not worth it. I get you wanna make money n stuff but calm down with the ads.",1,6,,negative
2022-03-08 18:33:09,I was listening to music and the music just stopped. I got logged out for no reason and it won't log me back in... What am I paying for?,1,0,,negative
2022-04-20 05:04:48,"Cancelling my subscription. I've been experiencing too many issues and been quite about it for too long. I have no idea what is going on now. Music just randomly stops and starts. Oh and the absolute worst! The Now Playing interface doesn't pull up when I start playing a song, so I can't skip replay or pause a track!",1,100,,negative
2022-06-27 14:56:44,Thanks for bring all good music together,5,0,,positive
2022-06-06 19:27:48,The best application & the best quality Sound 👌,5,0,,positive
2022-05-13 12:40:53,"Htt Teri maa ki ,,,,jio users don't download it's doesn't work properly on jio sim",1,0,,negative
2022-04-15 01:09:26,My app stops playing intermittently and some times the buttons play/pause skip/reverse aren't available to press.,2,0,,negative
2022-01-26 22:40:05,"App has had many updates and has ran very stable as of recently. Also, A+ rating for defending free speech on your platform. Even at the cost of artists and users. Rocky start but glad to be subscribed to your premium services.",5,12,,positive
2022-02-16 21:18:46,"This may come as a shock to y'all but not every Bluetooth connection means I'm in a car. They're wireless earbuds, stop with the constant car notifications.",3,2,,neutral
2022-06-30 14:54:12,"Adds are too much, would have subscribed the premium version but they charge too much.. at least lesser the adds",2,0,,negative
2022-01-31 10:02:09,"In general the app is ok but some frustrating features: I don't want to see podcasts, ever (seriously, get rid or I'm going to start looking for alternative providers), or Christmas song recommendations permanently top of my home screen in February. Also, just get rid of anti-vax contributors.",2,3,,negative
2022-07-02 15:30:25,Excellent app I can listen every music in any language,5,0,,positive
2022-05-10 11:55:26,"It was good the first month, but now why I can't play those music in my library?Just a short song",1,0,,negative
2022-05-25 17:27:37,"option to sort/group liked songs by genre, not appearing, tried everything the support executive told. Need sharing option for liked songs list too.",3,0,,negative
2022-01-26 02:41:49,"Why is this latest update crashing? Especially when searched for a song or an artist... Please, fix ASAP",5,3,,negative
2022-04-22 16:53:35,The only problem I got at the moment is the lyrics Others see the lyrics of songs but I don't Any suggestions apart from I need to update the Spotify app which I have done Help ASAP,5,1,,negative
2022-05-17 08:05:48,Best music app so far in my device,4,0,,positive
2022-03-07 15:59:27,Why have you removed the alphabet wise scrolling feature for liked songs. It makes finding music you want to listen to kinda difficult,2,0,,negative
2022-04-01 01:37:01,Ads coming after every song so it irritates a lot sorry,3,0,,negative
2022-07-04 22:57:35,Spotify is one of the best choices for music that I can think of. I had premium for a year and that was really great cause I was able to make-up some fantastic playlists. And they don't erase them when you go back to free.,5,0,,positive
2022-04-18 20:39:22,Of course its good but the way it takes over my cars bluetooth and wont let go no matter what you do is a HUGE issue. Why does it auto play every time? Just make it stop. Horrible horrible issue.,2,0,,negative
2022-04-29 19:37:23,*update* after transferring to my SD card....today (2 days after) Spotify is in the process of transferring all downloads back to internal storage even though my SD card has more available space!!! Fix this issue Storage on SD card When will you fix the issue with transferring data to SD cards? Every single time I transfer storage to my SD card the app crashes. It's been like this for years now. Fix this dang issue,1,16,,negative
2022-04-14 06:04:40,Good interface and user friendly. Very nice!,5,0,,positive
2022-03-07 13:18:08,The diverse music catalog is exceptional.,5,0,,positive
2022-04-23 08:53:13,"After buying premium, still some songs are unplayable.",1,1,,negative
2022-06-19 09:43:07,"Spotify pls help me!!! I logged out of my acc so when I tried to log in again I realised that I forgot my password, after trying I clicked join without psw and since I wasn't getting any link to my email I kept or redoing it, now it says ""too many attempt try again later"" what shud I do?!! How shud I reset it?! Spotify pls tell me what I shud do",4,0,,negative
2022-04-13 13:33:46,No play bar. Can't stop music. What's going on? I have to restart my phone every time.,2,1,,negative
2022-04-03 17:02:06,Love every thing there is about Spotify wish u guys had alil more stuff of some people's music but for tha most part yall have everything and I love this app I pay 10 bucks a month for it is how much I love it,5,0,,positive
2022-05-10 04:20:08,It's a really good app all the music you ever need and ist fats and easy to learn,5,0,,positive
2022-02-09 08:01:35,It is an amazing app you should try it no ads,5,0,,positive
2022-04-25 19:54:01,"So buggy on Android! Mostly during podcasts, it may sometimes dissapear on the notifications bar, so not allow me to control it. Will forget where the episode is and start from the beginning for no reason, will stop mid episode for a few seconds randomly. I've had to force stop, or close and reopen the app so many times to reset it, it's unreal. I'm on a Galaxy S20 on the latest Android 12, but this has been happening on previous versions too.Also, please time your ads better during a podcast",3,7,,negative
2022-04-15 09:07:02,"I use this app all the time and overall I'd recommend, but it's a bit buggy of late, seemingly after every android update. Pausing during tracks like it's buffering, control buttons disappearing, refusing to pause or shut down. Reinstall of the app usually fixes it, but no one wants to be doing that every time and all tracks are forgotten when you do",3,5,,negative
2022-02-16 20:40:23,Bloody app keeps on cutting of whilst listening to a song. I updated it with the hope that it's just a bug. Still gives me the same problem. My subscription is going to waste.,2,0,,negative
2022-06-16 00:56:39,Great and satisfied but sometimes it takes long to load your downloaded tracks,4,1,,positive
2022-02-24 19:00:54,it only lets me shuffle without choosing the exact song i want which isnt helpful at all when i want to hear a specific song,1,0,,negative
2022-04-23 17:41:36,"It needs to work better! The numbers, the stats aren't right. The app just doesn't work.",1,0,,negative
2022-01-26 05:39:32,Spotify will start playing automatically when bluetooth devices are connected. Nothing has been done about this despite going on for years now. Managing podcasts is terrible. The user experience is awful and it's getting worse the more podcasts are exclusive so there are more pods to manage.,1,4,,negative
2022-05-08 07:49:26,i absolutely love this app...you get all kinds of songs your into and very affordable prices for they're premium packages....keep up the good work spotify,5,0,,positive
2022-05-03 09:02:33,Such a big surprise that it does not support lyrics! Too bad.,2,0,,negative
2022-06-30 21:48:28,Okay Spotify if its free thin you guys need to stick to that no b.s with limited skips really in my opinion Spotify needs to be pulled off the app store just because of how messed up Spotify is it plays songs I have no interest in and the add wall is so bad I only use it for my xbox,1,0,,negative
2022-05-08 23:00:54,"I love podcast, Joe Rogan, combat sports and mental discipline.",5,0,,positive
2022-04-10 19:21:44,"Use to be ok, Listen to 30 sec comercial and get 30 mins of uninterupted music. Now it sucks, listen to one or two songs and then hear two mins of commercials. This only started during covid pandemic and now all they do is beg for people to pay for premium spotify to stop ads. Im almost ready to delete this app totaly. Dont download this app, youll hate it.",1,0,,negative
2022-07-08 23:51:39,This is the best music app ever. This is the one to rule them all. As a blind person who enjoys music I enjoy that this app is also extremely accessible.,5,14,,positive
2022-05-18 15:20:10,"Its the best music app when you have premium, I personaly like it",5,0,,positive
2022-04-19 10:45:17,Amazing none stop music,5,0,,positive
2022-06-15 11:39:40,Great music app. I love it,5,0,,positive
2022-05-28 21:55:29,Errors when loading the miniature album cover. Please fix this,4,0,,negative
2022-04-26 03:11:08,"The glitches are getting really annoying. Like, I'm going to switch to Apple music, annoying.",2,0,,negative
2022-02-04 17:56:43,It's nice I've used Spotify for almost 5 years now and my only 2 problems is that when you shuffle play a Playlist after enough time you can predict the order. And when you play your Playlist radio It adds the same songs every time.,5,1,,positive
2022-06-09 11:42:24,Is it was ad-free i would rate it a 5 star mate,4,0,,positive
2022-05-03 19:04:37,"It's always been my preferred streaming service, years and years ago I would use Pandora and Iheart and I liked those but when I started using Spotify it like changed my life. Maybe let people without a subscription choose at least one song a day though that actually plays when they want it to because all those people that listen to ads usually just go to YouTube when they want to listen to something special",5,0,,positive
2022-04-12 17:45:39,Great app. Sometimes have doubts re shuffle play as very often play certain tracks I playlist too often.,5,0,,positive
2022-03-23 16:49:51,"Used to be a good app but now songs don't load for no reason and say I'm offline, my songs don't show up in my Playlists and the app is crazy buggy. Quit overupdating the app before properly testing for bugs.",1,0,,negative
2022-04-11 20:48:31,"I've had it for about 6 years........ Love it!! Free version is nice but, Premium is the way to go for sure I've had it for so long the feature's only get BETTER with time spent being Prm. Remembers the songs I listened to the most from 2016 until now!!! Just one of the many nice feature's!",5,7,,positive
2022-06-23 11:51:38,I love this app but every time there is ad why and once I think to take spotify premium but then there are so many ad i will not take premium please solve this problem every one song there is ad...,4,0,,negative
2022-05-05 11:07:54,"What has happened with Spotify??? If you opt to shuffle a playlist it always plays in the same order. I have a 5+ hour playlist I have created and if you play for more than 2 hours it starts repeating songs in between, the other day I heard 2 songs 3 times in a 2 hour period",2,0,,negative
2022-05-18 09:58:55,I assume it gonna be fine though have not really tap into it this long.so I believe it gonna be stunning having it.,5,0,,positive
2022-02-22 09:29:33,It's getting really annoying how the shuffle button on my playlist doesn't actually play the songs in it. Can you fix this 😞,1,0,,negative
